db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n351033221,Rozvíjejte naplno mozek svého dítěte,97,5,2015,176,Computer Press,naučná,české</p>,,"Poznejte dětský mozek a využijte nejnovější poznatky z neurovědy ve výchově a péči o své děti. 
Tento světový bestseller nabízí rodičům věkově přiměřené strategie zvládání...",187,269,"['Computer Press, naučná', '', 'české']"
n305371398,Elektrotechnická schémata a zapojení v praxi 1 - Štěpán Berka,91,13,2015,232,Computer Press,naučná,české</p>,,V knize Elektrotechnická schémata a zapojení v praxi 1 naleznete zapojení základních elektrických obvodů (od vypínačů přes zářivky a stykače až po rozváděče a domovní telefonní...,224,329,"['Computer Press, naučná', '', 'české']"
n355624531,"Copywriting - Jana Šupolíková, Jiří Viktora, Zuzana Veselá, Lucie Jebavá, Anna Sálová",75,1,2015,232,Computer Press,naučná,české</p>,,"Zajímá vás marketing a reklama? Chcete se stát copywriterem, nebo už se v této oblasti realizujete? Naučte se psát texty, které prodávají! Příručka copywritingu je vhodná nejen...",204,299,"['Computer Press, naučná', '', 'české']"
n286612566,"S láskou i rozumem - Jitka Ševčíková, Ivana Procházková, Michaela Tilton",0,0,2015,224,Computer Press,naučná,české</p>,,Naučte se správně používat emoce ve výchově. Připravte dítěti vhodné prostředí k jeho rozvoji s využitím nejnovějších poznatků neurovědy o činnosti dětského mozku! Tato kniha...,254,299,"['Computer Press, naučná', '', 'české']"
n307673441,Digitální fotografie polopatě,92,21,2015,176,Computer Press,naučná,české</p>,,"Naučte se KONEČNĚ pořádně fotit, aneb 10 kroků k lepší fotografii

O tom, že popularita digitální fotografie raketově roste a každý nový fotograf musí držet krok s jejím...",272,399,"['Computer Press, naučná', '', 'české']"
n409023457,JavaScript - Ondřej Žára,0,0,2015,184,Computer Press,naučná,české</p>,,S JavaScriptem se jako uživatelé setkáváte denně – žádný z velkých webových projektů se bez něj neobejde. Snadno s ním proměníte nudnou webovou prezentaci v moderní dynamické...,208,299,"['Computer Press, naučná', '', 'české']"
n317542599,"Zahradní detail - Drahoslav Šonský, Kateřina Pospíšilová",97,2,2015,176,Computer Press,naučná,české</p>,,"Vytvořte si zahradu snů! Poradíme vám, jak na to.
Zakládáte zahradu a hledáte potřebnou inspiraci pro vytvoření elegantní, a přitom účelné zahradní kompozice? Potřebujete...",282,399,"['Computer Press, naučná', '', 'české']"
n313262088,Škola tuningu - Jan Kamenář,0,0,2015,172,Computer Press,naučná,české</p>,,"Škola tuningu aneb receptář k vašemu vozů snů krok za krokem.
Nezáleží na tom, zda vám v garáži trůní Škodovka, BMW, nebo Porsche. Toto je kniha pro všechny ty, kteří chtějí...",257,369,"['Computer Press, naučná', '', 'české']"
n236887675,Skrytá síla Photoshopu - Harold Davis,84,3,2015,192,Computer Press,naučná,české</p>,,"Máte také občas pocit, že vaše fotografie tak nevynikají, přestože jsou dobře řemeslně zpracované? Máte obavu z tvůrčí rutiny? Chcete se naučit používat Photoshop jinak a...",313,490,"['Computer Press, naučná', '', 'české']"
n305371414,Randění pro geeky - Eric Smith,0,0,2015,208,Computer Press,naučná,české</p>,,"Odvážně se pusťte tam, kam se dosud žádný geek nevydal!. Své figurky superhrdinů uchováváte v původních obalech a vaše skříně jsou plné triček s tematikou Star Wars nebo Big...",54,268,"['Computer Press, naučná', '', 'české']"
n460962140,Autoškola 2015 - Ondřej Weigel,0,0,2015,236,Computer Press,naučná,české</p>,,"Aktualizovaná pravidla silničního provozu k 5.1. 2015
Učebnice je určena pro žáky autoškol, běžné řidiče i řidiče referentských vozidel, kteří si potřebují zopakovat pravidla...",122,152,"['Computer Press, naučná', '', 'české']"
