db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n286796319,Uvědomujte si přítomnost - Jon Kabat-Zinn,0,0,2015,216,ANAG,naučná,české</p>,,"Víte, že můžete meditovat při chůzi, když stojíte, doma i na cestách, při chůzi do schodů, a dokonce i při mytí nádobí?

 Proplouvejte snáze a s větší radostí každodenním...",197,299,"['ANAG, naučná', '', 'české']"
n355137099,Esencialismus. Jak dělat správně správné věci - McKeown Greg,100,2,2015,216,Management Press,naučná,české</p>,,"Kniha, jejíž název Esencialismus – přestože neobvyklý - na první
pohled neslibuje „marketingový trhák“, přesto se za ním skrývá
obsahově zajímavý a velmi poučný text,...",272,399,"['Management Press, naučná', '', 'české']"
n302470000,Jak dosáhnout mimořádné produktivity - prac.... - Pět rozhodnutí,0,0,2015,224,Management Press,naučná,české</p>,,"Zdá se vám, že nestíháte? Chcete lépe nakládat se svým časem, být úspěšnější ve své kariéře, mít více času na své blízké? Připadáte si zavalený horou povinností, zbytečnými a...",278,399,"['Management Press, naučná', '', 'české']"
n400725135,"VEDENÍ PROCESU ZMĚNY - Kotter,John P.",0,0,2015,224,Management Press,naučná,české</p>,,"Kniha jednoho z nejvýznamnějších světových odborníků v oboru rozvoje vůdčích dovedností.

V létě roku 1994 napsal John P. Kotter pro časopis Harvard Business Review článek...",208,299,"['Management Press, naučná', '', 'české']"
n247870784,Vnitřní hra tenisu. Mentální stránka vrcholového výkonu - W. Timothy Gallwey - Kniha,0,0,2015,184,Management Press,naučná,české</p>,,"Nejúspěšnější kniha mezinárodně proslulého trenéra a kouče odhaluje principy vnitřní (""skryté"") hry odehrávající se v ""hlavě"" každého tenisty mezi ""prvním já"" (mysl) a ""druhým...",202,299,"['Management Press, naučná', '', 'české']"
n287937913,"Partnerství? Každodenní blázinec! Co si myslí ON, co by řekla ONA",0,0,2015,200,ANAG,naučná,české</p>,,"Jazyk: český
Počet stran: 200
Rok vydání: 2015
Vazba / Podoba: Pevná bez přebalu lesklá
Sortiment: 
Nakladatelství: ANAG, spol. s r.o.",184,279,"['ANAG, naučná', '', 'české']"
n307835823,Láska v nové době,70,2,2015,200,ANAG,naučná,české</p>,,"Vztah mezi pohlavími již dlouho prochází zásadní změnou a budoucnost pravděpodobně přinese nový druh vztahu muž vs. žena – čistou bezpodmínečnou lásku, která vyvěrá přímo ze...",64,269,"['ANAG, naučná', '', 'české']"
n350797760,77 jednoduchých způsobů jak zvýšit produktivitu a zisk,0,0,2015,200,Management Press,naučná,české</p>,,Autoři knihy Jeremy Eden a Terri Long pracovali s řadou firem patřících do seznamu Fortune 1000 a podnikajících v nejrůznějších oborech. Pomohli jim vyřešit doslova tisíce...,313,449,"['Management Press, naučná', '', 'české']"
n260446124,Adaptivní organizace (Adrián Podskľan),0,0,2015,176,Management Press,naučná,české</p>,,"Je neoddiskutovatelné, že bariéry úspěšnosti podnikání mají své kořeny nejen v selhání trhu, právních nástrojů a v neočekávaných změnách ekosystému, ale také v nízké schopnosti...",59,297,"['Management Press, naučná', '', 'české']"
n454366633,Malé projevy vzdoru - Steve Crawshaw,0,0,2015,208,ANAG,naučná,české</p>,,"Pozoruhodné, podlé, inspirující – osmdesát neobvyklých příběhů v knize Malé projevy vzdoru, která přináší skrytou historii života. Odvaha lidí v těchto příbězích je...",72,269,"['ANAG, naučná', '', 'české']"
n338530934,MacLeod Hugh: Pekelně dobré plány Kniha,0,0,2015,190,ANAG,naučná,české</p>,,"Všechny dobré nápady musí zemřít, aby mohly žít ty špičkové. Autor prostřednictvím jedinečné kombinace příběhů ze života, moudrých postřehů a karikatur vysvětluje, že ještě...",64,259,"['ANAG, naučná', '', 'české']"
n251595264,Vnitřní hra tenisu,0,0,2015,184,Management Press,naučná,české</p>,,"Nejúspěšnější kniha mezinárodně proslulého trenéra a kouče odhaluje principy vnitřní (""skryté"") hry odehrávající se v ""hlavě"" každého tenisty mezi ""prvním já"" (mysl) a ""druhým...",217,270,"['Management Press, naučná', '', 'české']"
