db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n85083093,Propedeutika a vyšetřovací metody vnitřních nemocí Kniha,0,0,2013,336,Grada,naučná,české</p>,,"Druhé, přepracované a doplněné vydání této úspěšné učebnice navazuje na vydání první. Autoři sbírali cenné připomínky k předchozímu vydání zejména od studentů při výuce, a tak...",397,479,"['Grada, naučná', '', 'české']"
n114030848,"Čekáme děťátko, 2., aktualizované vydání Gregora Martin, Velemínský ml. Miloš",81,4,2013,384,Grada,naučná,české</p>,,"Druhé vydání velmi úspěšné publikace detailně provede rodiče obdobím těhotenství, porodu a péčí o dítě do tří až čtyř let věku. Unikátní ultrazvukové snímky přibližují...",316,399,"['Grada, naučná', '', 'české']"
n128208902,Strategický marketing - Strategie a trendy - Dagmar Jakubíková,68,3,2013,368,Grada,naučná,české</p>,,"Publikace uznávané autorky se jako jediná na českém trhu komplexně věnuje problematice strategického marketingu, tvorbě marketingových strategií a trendům v této oblasti....",410,495,"['Grada, naučná', '', 'české']"
n132504107,Mezinárodní obchod ve světové krizi 21. století,0,0,2013,368,Grada,naučná,české</p>,,"Jazyk: český
Počet stran: 368
Vazba / Podoba: Brožovaná bez přebalu lesklá
Sortiment: 
Nakladatelství: GRADA Publishing, a.s.",340,429,"['Grada, naučná', '', 'české']"
n140330368,Velká kniha o řízení firmy,0,0,2013,400,Grada,naučná,české</p>,,Kniha se komplexně a s důrazem na využití předkládaných poznatků v praxi věnuje řízení firmy od strategie až po praktickou implementaci metod a nástrojů usnadňujících fungování...,467,590,"['Grada, naučná', '', 'české']"
n112794363,"Vulvovaginální dyskomfort a poruchy poševního prostředí - Špaček Jiří, Buchta Vladimír, Jílek Petr a kolektiv",70,1,2013,360,Grada,naučná,české</p>,,"Praktická publikace postgraduálního charakteru se snaží o racionální zpřístupnění této problematiky, součástí monografie je i část věnující se mikrobiologické propedeutice a...",125,595,"['Grada, naučná', '', 'české']"
n101966135,Cévní sonografie. repetitorium ultrazvukové cévní diagnostiky a atlas nálezů na DVD Milan Cholt Grada,77,0,2013,328,Grada,naučná,české</p>,,"Po úspěšné publikaci ""Sonografie velkých krčních cév"", která dostala cenu odborné společnosti a byla rychle rozebrána, se ujal autor sepsání komplexní publikace, která zahrnuje...",545,645,"['Grada, naučná', '', 'české']"
n110521095,Psychosociální krizová spolupráce - Baštecká Bohumila a kolektiv,0,0,2013,320,Grada,naučná,české</p>,,"Učebnice se zaměřuje se na současný vývoj: klade důraz na odolnost, komunitu, duchovní potřeby a zdroje, partnerství, rozmanitost a mezioborovost (kterou reprezentuje i...",159,373,"['Grada, naučná', '', 'české']"
n402655842,Adobe Photoshop CS6 - Král Mojmír,65,1,2013,368,Grada,naučná,české</p>,,"S touto knihou se naučíte pracovat s programem Adobe Photoshop CS6 rychleji a efektivněji, než jste kdykoli předtím doufali. Unikátní výukový systém našeho zkušeného lektora...",336,399,"['Grada, naučná', '', 'české']"
n410756159,Makroekonomie - Jurečka Václav a kolektiv,0,0,2013,352,Grada,naučná,české</p>,,"Nové vydání publikace Makroekonomie vychází vstříc zvýšenému zájmu o studium makroekonomických dějů v době, kdy je ekonomika ve stadiu recese, jejíž důsledky dopadají na...",359,399,"['Grada, naučná', '', 'české']"
n129575810,Privatizace bezpečnosti - České a zahraniční zkušenosti - Bureš Oldřich a kolektív,0,0,2013,320,Grada,naučná,české</p>,,"Ačkoliv je fenomén privatizace bezpečnosti v západních zemích předmětem vášnivých debat již minimálně dvě desetiletí, v České republice se dostal do centra pozornosti až díky...",337,399,"['Grada, naučná', '', 'české']"
n404881921,Mikroekonomie,0,0,2013,368,Grada,naučná,české</p>,,"Druhé vydání Mikroekonomie je určeno všem zájemcům o mikroekonomickou větev ekonomie, která analyzuje chování ekonomických subjektů, ať již jsou jimi jednotlivci, domácnosti,...",362,429,"['Grada, naučná', '', 'české']"
n104474931,"Urgentní medicína v klinické praxi lékaře - Šeblová Jana, Knor Jiří a kolektiv",90,1,2013,416,Grada,naučná,české</p>,,"Komplexně pojatá a přitom praktická a přehledná publikace, která je určena jak lékařům urgentní medicíny, tak všem lékařům, kteří se v prvním kontaktu ve svých ambulancích nebo...",699,699,"['Grada, naučná', '', 'české']"
n400851060,Windows 8 - kompletní příručka: Kompletní prírucka - Král Mojmír,0,0,2013,368,Grada,naučná,české</p>,,"Cílem knihy je popsat systém Windows 8 jako celek. Máte před sebou tedy skutečně kompletního průvodce systémem. Najdete zde informace jednoduché včetně základního ovládání,...",134,369,"['Grada, naučná', '', 'české']"
n83482623,Zákoník práce 2013 v praxi komplexní průvodce,0,0,2013,384,Grada,naučná,české</p>,,"Právní stav k 1. 1. 2013.  Publikace přináší praktické informace po novelách pro rok 2013, ale vychází také z praxe nového zákoníku práce, kterou po obrovských změnách přinesl...",349,383,"['Grada, naučná', '', 'české']"
